G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena
10,2014-12-22,2015,REG,Nebraska,Hawaii,Big West,58,66,False,,6,4,L 1,Stan Sheriff Center
11,2014-12-23,2015,REG,Nebraska,Loyola Marymount,WCC,50,42,True,OT,7,4,W 1,Stan Sheriff Center
12,2014-12-25,2015,REG,Nebraska,Ohio,MAC,71,58,True,,8,4,W 2,Stan Sheriff Center
13,2014-12-31,2015,REG,Nebraska,Indiana,Big Ten,65,70,False,,8,5,L 1,Pinnacle Bank Arena
14,2015-01-05,2015,REG,Nebraska,Iowa,Big Ten,59,70,False,,8,6,L 2,Carver-Hawkeye Arena
15,2015-01-08,2015,REG,Nebraska,Rutgers,Big Ten,65,49,True,,9,6,W 1,Pinnacle Bank Arena
16,2015-01-11,2015,REG,Nebraska,Illinois,Big Ten,53,43,True,,10,6,W 2,Pinnacle Bank Arena
17,2015-01-15,2015,REG,Nebraska,Wisconsin,Big Ten,55,70,False,,10,7,L 1,Kohl Center
18,2015-01-20,2015,REG,Nebraska,Minnesota,Big Ten,52,49,True,,11,7,W 1,Pinnacle Bank Arena
19,2015-01-24,2015,REG,Nebraska,Michigan State,Big Ten,79,77,True,,12,7,W 2,Pinnacle Bank Arena
20,2015-01-27,2015,REG,Nebraska,Michigan,Big Ten,44,58,False,,12,8,L 1,Crisler Arena
21,2015-01-31,2015,REG,Nebraska,Minnesota,Big Ten,42,60,False,,12,9,L 2,Williams Arena
22,2015-02-03,2015,REG,Nebraska,Northwestern,Big Ten,76,60,True,,13,9,W 1,Pinnacle Bank Arena
23,2015-02-07,2015,REG,Nebraska,Penn State,Big Ten,43,56,False,,13,10,L 1,Bryce Jordan Center
24,2015-02-10,2015,REG,Nebraska,Wisconsin,Big Ten,55,65,False,,13,11,L 2,Pinnacle Bank Arena
25,2015-02-15,2015,REG,Nebraska,Purdue,Big Ten,54,66,False,,13,12,L 3,Mackey Arena
26,2015-02-19,2015,REG,Nebraska,Maryland,Big Ten,65,69,False,,13,13,L 4,Xfinity Center
27,2015-02-22,2015,REG,Nebraska,Iowa,Big Ten,46,74,False,,13,14,L 5,Pinnacle Bank Arena
28,2015-02-26,2015,REG,Nebraska,Ohio State,Big Ten,57,81,False,,13,15,L 6,Value City Arena
29,2015-03-04,2015,REG,Nebraska,Illinois,Big Ten,57,69,False,,13,16,L 7,State Farm Center
30,2015-03-08,2015,REG,Nebraska,Maryland,Big Ten,61,64,False,,13,17,L 8,Pinnacle Bank Arena
31,2015-03-11,2015,CTOURN,Nebraska,Penn State,Big Ten,65,68,False,,13,18,L 9,United Center
1,2015-11-14,2016,REG,Nebraska,Mississippi Valley State,SWAC,97,51,True,,1,0,W 1,Pinnacle Bank Arena
2,2015-11-17,2016,REG,Nebraska,Villanova,Big East,63,87,False,,1,1,L 1,The Pavilion
3,2015-11-19,2016,REG,Nebraska,Delaware State,MEAC,75,60,True,,2,1,W 1,Pinnacle Bank Arena
4,2015-11-22,2016,REG,Nebraska,Southeastern Louisiana,Southland,92,65,True,,3,1,W 2,Pinnacle Bank Arena
5,2015-11-24,2016,REG,Nebraska,Arkansas-Pine Bluff,SWAC,67,44,True,,4,1,W 3,Pinnacle Bank Arena
6,2015-11-27,2016,REG,Nebraska,Cincinnati,AAC,61,65,False,,4,2,L 1,Barclays Center
7,2015-11-28,2016,REG,Nebraska,Tennessee,SEC,82,71,True,,5,2,W 1,Barclays Center
8,2015-12-01,2016,REG,Nebraska,Miami (FL),ACC,72,77,False,OT,5,3,L 1,Pinnacle Bank Arena
9,2015-12-05,2016,REG,Nebraska,Abilene Christian,Southland,73,63,True,,6,3,W 1,Pinnacle Bank Arena
10,2015-12-09,2016,REG,Nebraska,Creighton,Big East,67,83,False,,6,4,L 1,CenturyLink Center
11,2015-12-13,2016,REG,Nebraska,Rhode Island,A-10,70,67,True,,7,4,W 1,Pinnacle Bank Arena
12,2015-12-20,2016,REG,Nebraska,Samford,Southern,58,69,False,,7,5,L 1,Pinnacle Bank Arena
13,2015-12-22,2016,REG,Nebraska,Prairie View,SWAC,81,50,True,,8,5,W 1,Pinnacle Bank Arena
14,2015-12-30,2016,REG,Nebraska,Northwestern,Big Ten,72,81,False,,8,6,L 1,Pinnacle Bank Arena
15,2016-01-02,2016,REG,Nebraska,Indiana,Big Ten,69,79,False,,8,7,L 2,Pinnacle Bank Arena
16,2016-01-05,2016,REG,Nebraska,Iowa,Big Ten,66,77,False,,8,8,L 3,Carver-Hawkeye Arena
17,2016-01-09,2016,REG,Nebraska,Rutgers,Big Ten,90,56,True,,9,8,W 1,Louis Brown Athletic Center
18,2016-01-12,2016,REG,Nebraska,Minnesota,Big Ten,84,59,True,,10,8,W 2,Pinnacle Bank Arena
19,2016-01-16,2016,REG,Nebraska,Illinois,Big Ten,78,67,True,,11,8,W 3,State Farm Center
20,2016-01-20,2016,REG,Nebraska,Michigan State,Big Ten,72,71,True,,12,8,W 4,Breslin Events Center
21,2016-01-23,2016,REG,Nebraska,Michigan,Big Ten,68,81,False,,12,9,L 1,Pinnacle Bank Arena
22,2016-01-30,2016,REG,Nebraska,Purdue,Big Ten,74,89,False,,12,10,L 2,Mackey Arena
23,2016-02-03,2016,REG,Nebraska,Maryland,Big Ten,65,70,False,,12,11,L 3,Pinnacle Bank Arena
24,2016-02-06,2016,REG,Nebraska,Rutgers,Big Ten,87,63,True,,13,11,W 1,Pinnacle Bank Arena
25,2016-02-10,2016,REG,Nebraska,Wisconsin,Big Ten,61,72,False,,13,12,L 1,Kohl Center
26,2016-02-13,2016,REG,Nebraska,Penn State,Big Ten,70,54,True,,14,12,W 1,Pinnacle Bank Arena
27,2016-02-17,2016,REG,Nebraska,Indiana,Big Ten,64,80,False,,14,13,L 1,Assembly Hall
28,2016-02-20,2016,REG,Nebraska,Ohio State,Big Ten,62,65,False,OT,14,14,L 2,Pinnacle Bank Arena
29,2016-02-25,2016,REG,Nebraska,Penn State,Big Ten,55,56,False,,14,15,L 3,Bryce Jordan Center
30,2016-03-01,2016,REG,Nebraska,Purdue,Big Ten,62,81,False,,14,16,L 4,Pinnacle Bank Arena
31,2016-03-06,2016,REG,Nebraska,Northwestern,Big Ten,54,65,False,,14,17,L 5,Welsh-Ryan Arena
32,2016-03-09,2016,CTOURN,Nebraska,Rutgers,Big Ten,89,72,True,,15,17,W 1,Bankers Life Fieldhouse
33,2016-03-10,2016,CTOURN,Nebraska,Wisconsin,Big Ten,70,58,True,,16,17,W 2,Bankers Life Fieldhouse
34,2016-03-11,2016,CTOURN,Nebraska,Maryland,Big Ten,86,97,False,,16,18,L 1,Bankers Life Fieldhouse
1,2016-11-13,2017,REG,Nebraska,Sacramento State,Big Sky,83,61,True,,1,0,W 1,Pinnacle Bank Arena
2,2016-11-15,2017,REG,Nebraska,Mary,,70,38,True,,2,0,W 2,Pinnacle Bank Arena
3,2016-11-19,2017,REG,Nebraska,Louisiana Tech,CUSA,65,54,True,,3,0,W 3,Pinnacle Bank Arena
4,2016-11-24,2017,REG,Nebraska,Dayton,A-10,80,78,True,,4,0,W 4,Titan Gym
5,2016-11-25,2017,REG,Nebraska,UCLA,Pac-12,71,82,False,,4,1,L 1,Titan Gym
6,2016-11-27,2017,REG,Nebraska,Virginia Tech,ACC,53,66,False,,4,2,L 2,Titan Gym
7,2016-11-30,2017,REG,Nebraska,Clemson,ACC,58,60,False,,4,3,L 3,Littlejohn Coliseum
8,2016-12-03,2017,REG,Nebraska,South Dakota,Summit,73,61,True,,5,3,W 1,Pinnacle Bank Arena
9,2016-12-07,2017,REG,Nebraska,Creighton,Big East,62,77,False,,5,4,L 1,Pinnacle Bank Arena
10,2016-12-10,2017,REG,Nebraska,Kansas,Big 12,72,89,False,,5,5,L 2,Allen Fieldhouse
11,2016-12-18,2017,REG,Nebraska,Gardner-Webb,Big South,62,70,False,,5,6,L 3,Pinnacle Bank Arena
12,2016-12-20,2017,REG,Nebraska,Southern,SWAC,81,76,True,,6,6,W 1,Pinnacle Bank Arena
13,2016-12-28,2017,REG,Nebraska,Indiana,Big Ten,87,83,True,,7,6,W 2,Assembly Hall
14,2017-01-01,2017,REG,Nebraska,Maryland,Big Ten,67,65,True,,8,6,W 3,Xfinity Center
15,2017-01-05,2017,REG,Nebraska,Iowa,Big Ten,93,90,True,2OT,9,6,W 4,Pinnacle Bank Arena
16,2017-01-08,2017,REG,Nebraska,Northwestern,Big Ten,66,74,False,,9,7,L 1,Pinnacle Bank Arena
17,2017-01-14,2017,REG,Nebraska,Michigan,Big Ten,85,91,False,,9,8,L 2,Crisler Arena
18,2017-01-18,2017,REG,Nebraska,Ohio State,Big Ten,66,67,False,,9,9,L 3,Pinnacle Bank Arena
19,2017-01-21,2017,REG,Nebraska,Rutgers,Big Ten,64,65,False,,9,10,L 4,Louis Brown Athletic Center
20,2017-01-26,2017,REG,Nebraska,Northwestern,Big Ten,61,73,False,,9,11,L 5,Welsh-Ryan Arena
21,2017-01-29,2017,REG,Nebraska,Purdue,Big Ten,83,80,True,,10,11,W 1,Pinnacle Bank Arena
22,2017-02-02,2017,REG,Nebraska,Michigan State,Big Ten,61,72,False,,10,12,L 1,Pinnacle Bank Arena
23,2017-02-05,2017,REG,Nebraska,Iowa,Big Ten,70,81,False,,10,13,L 2,Carver-Hawkeye Arena
24,2017-02-09,2017,REG,Nebraska,Wisconsin,Big Ten,69,70,False,OT,10,14,L 3,Pinnacle Bank Arena
25,2017-02-14,2017,REG,Nebraska,Penn State,Big Ten,82,66,True,,11,14,W 1,Pinnacle Bank Arena
26,2017-02-18,2017,REG,Nebraska,Ohio State,Big Ten,58,57,True,,12,14,W 2,Value City Arena
27,2017-02-23,2017,REG,Nebraska,Michigan State,Big Ten,72,88,False,,12,15,L 1,Breslin Events Center
28,2017-02-26,2017,REG,Nebraska,Illinois,Big Ten,57,73,False,,12,16,L 2,Pinnacle Bank Arena
29,2017-03-02,2017,REG,Nebraska,Minnesota,Big Ten,73,88,False,,12,17,L 3,Williams Arena
30,2017-03-05,2017,REG,Nebraska,Michigan,Big Ten,57,93,False,,12,18,L 4,Pinnacle Bank Arena
31,2017-03-08,2017,CTOURN,Nebraska,Penn State,Big Ten,67,76,False,OT,12,19,L 5,Verizon Center
1,2017-11-11,2018,REG,Nebraska,Eastern Illinois,OVC,72,68,True,,1,0,W 1,Pinnacle Bank Arena
2,2017-11-13,2018,REG,Nebraska,North Texas,CUSA,86,67,True,,2,0,W 2,Pinnacle Bank Arena
3,2017-11-16,2018,REG,Nebraska,St. John's (NY),Big East,56,79,False,,2,1,L 1,Carnesecca Arena
4,2017-11-19,2018,REG,Nebraska,North Dakota,Big Sky,92,70,True,,3,1,W 1,Pinnacle Bank Arena
5,2017-11-23,2018,REG,Nebraska,Central Florida,AAC,59,68,False,,3,2,L 1,HP Field House
6,2017-11-24,2018,REG,Nebraska,Marist,MAAC,84,59,True,,4,2,W 1,HP Field House
7,2017-11-26,2018,REG,Nebraska,Cal State Long Beach,Big West,85,80,True,,5,2,W 2,HP Field House
8,2017-11-29,2018,REG,Nebraska,Boston College,ACC,71,62,True,,6,2,W 3,Pinnacle Bank Arena
9,2017-12-03,2018,REG,Nebraska,Michigan State,Big Ten,57,86,False,,6,3,L 1,Breslin Events Center
10,2017-12-05,2018,REG,Nebraska,Minnesota,Big Ten,78,68,True,,7,3,W 1,Pinnacle Bank Arena
11,2017-12-09,2018,REG,Nebraska,Creighton,Big East,65,75,False,,7,4,L 1,CenturyLink Center
12,2017-12-16,2018,REG,Nebraska,Kansas,Big 12,72,73,False,,7,5,L 2,Pinnacle Bank Arena
13,2017-12-20,2018,REG,Nebraska,Texas-San Antonio,CUSA,104,94,True,,8,5,W 1,Pinnacle Bank Arena
14,2017-12-22,2018,REG,Nebraska,Delaware State,MEAC,85,68,True,,9,5,W 2,Pinnacle Bank Arena
15,2017-12-29,2018,REG,Nebraska,Stetson,A-Sun,71,62,True,,10,5,W 3,Pinnacle Bank Arena
16,2018-01-02,2018,REG,Nebraska,Northwestern,Big Ten,70,55,True,,11,5,W 4,Allstate Arena
17,2018-01-06,2018,REG,Nebraska,Purdue,Big Ten,62,74,False,,11,6,L 1,Mackey Arena
18,2018-01-09,2018,REG,Nebraska,Wisconsin,Big Ten,63,59,True,,12,6,W 1,Pinnacle Bank Arena
19,2018-01-12,2018,REG,Nebraska,Penn State,Big Ten,74,76,False,OT,12,7,L 1,Bryce Jordan Center
20,2018-01-15,2018,REG,Nebraska,Illinois,Big Ten,64,63,True,,13,7,W 1,Pinnacle Bank Arena
21,2018-01-18,2018,REG,Nebraska,Michigan,Big Ten,72,52,True,,14,7,W 2,Pinnacle Bank Arena
22,2018-01-22,2018,REG,Nebraska,Ohio State,Big Ten,59,64,False,,14,8,L 1,Value City Arena
23,2018-01-24,2018,REG,Nebraska,Rutgers,Big Ten,60,54,True,,15,8,W 1,Louis Brown Athletic Center
24,2018-01-27,2018,REG,Nebraska,Iowa,Big Ten,98,84,True,,16,8,W 2,Pinnacle Bank Arena
25,2018-01-29,2018,REG,Nebraska,Wisconsin,Big Ten,74,63,True,,17,8,W 3,Kohl Center
26,2018-02-06,2018,REG,Nebraska,Minnesota,Big Ten,91,85,True,,18,8,W 4,Williams Arena
27,2018-02-10,2018,REG,Nebraska,Rutgers,Big Ten,67,55,True,,19,8,W 5,Pinnacle Bank Arena
28,2018-02-13,2018,REG,Nebraska,Maryland,Big Ten,70,66,True,,20,8,W 6,Pinnacle Bank Arena
29,2018-02-18,2018,REG,Nebraska,Illinois,Big Ten,66,72,False,,20,9,L 1,State Farm Center
30,2018-02-20,2018,REG,Nebraska,Indiana,Big Ten,66,57,True,,21,9,W 1,Pinnacle Bank Arena
31,2018-02-25,2018,REG,Nebraska,Penn State,Big Ten,76,64,True,,22,9,W 2,Pinnacle Bank Arena
32,2018-03-02,2018,CTOURN,Nebraska,Michigan,Big Ten,58,77,False,,22,10,L 1,Madison Square Garden (IV)
33,2018-03-14,2018,NIT,Nebraska,Mississippi State,SEC,59,66,False,,22,11,L 2,Humphrey Coliseum
1,2018-11-06,2019,REG,Nebraska,Mississippi Valley State,SWAC,106,37,True,,1,0,W 1,Pinnacle Bank Arena
2,2018-11-11,2019,REG,Nebraska,Southeastern Louisiana,Southland,87,35,True,,2,0,W 2,Pinnacle Bank Arena
3,2018-11-14,2019,REG,Nebraska,Seton Hall,Big East,80,57,True,,3,0,W 3,Pinnacle Bank Arena
4,2018-11-19,2019,REG,Nebraska,Missouri State,MVC,85,62,True,,4,0,W 4,Sprint Center
5,2018-11-20,2019,REG,Nebraska,Texas Tech,Big 12,52,70,False,,4,1,L 1,Sprint Center
6,2018-11-24,2019,REG,Nebraska,Western Illinois,Summit,73,49,True,,5,1,W 1,Pinnacle Bank Arena
7,2018-11-26,2019,REG,Nebraska,Clemson,ACC,68,66,True,,6,1,W 2,Littlejohn Coliseum
8,2018-12-02,2019,REG,Nebraska,Illinois,Big Ten,75,60,True,,7,1,W 3,Pinnacle Bank Arena
9,2018-12-05,2019,REG,Nebraska,Minnesota,Big Ten,78,85,False,,7,2,L 1,Williams Arena
10,2018-12-08,2019,REG,Nebraska,Creighton,Big East,94,75,True,,8,2,W 1,Pinnacle Bank Arena
11,2018-12-16,2019,REG,Nebraska,Oklahoma State,Big 12,79,56,True,,9,2,W 2,Sanford Pentagon
12,2018-12-22,2019,REG,Nebraska,Cal State Fullerton,Big West,86,62,True,,10,2,W 3,Pinnacle Bank Arena
13,2018-12-29,2019,REG,Nebraska,Southwest Minnesota State,,79,38,True,,11,2,W 4,Pinnacle Bank Arena
14,2019-01-02,2019,REG,Nebraska,Maryland,Big Ten,72,74,False,,11,3,L 1,Xfinity Center
15,2019-01-06,2019,REG,Nebraska,Iowa,Big Ten,84,93,False,,11,4,L 2,Carver-Hawkeye Arena
16,2019-01-10,2019,REG,Nebraska,Penn State,Big Ten,70,64,True,,12,4,W 1,Pinnacle Bank Arena
17,2019-01-14,2019,REG,Nebraska,Indiana,Big Ten,66,51,True,,13,4,W 2,Assembly Hall
18,2019-01-17,2019,REG,Nebraska,Michigan State,Big Ten,64,70,False,,13,5,L 1,Pinnacle Bank Arena
19,2019-01-21,2019,REG,Nebraska,Rutgers,Big Ten,69,76,False,,13,6,L 2,Louis Brown Athletic Center
20,2019-01-26,2019,REG,Nebraska,Ohio State,Big Ten,60,70,False,,13,7,L 3,Pinnacle Bank Arena
21,2019-01-29,2019,REG,Nebraska,Wisconsin,Big Ten,51,62,False,,13,8,L 4,Pinnacle Bank Arena
22,2019-02-02,2019,REG,Nebraska,Illinois,Big Ten,64,71,False,,13,9,L 5,State Farm Center
23,2019-02-06,2019,REG,Nebraska,Maryland,Big Ten,45,60,False,,13,10,L 6,Pinnacle Bank Arena
24,2019-02-09,2019,REG,Nebraska,Purdue,Big Ten,62,81,False,,13,11,L 7,Mackey Arena
25,2019-02-13,2019,REG,Nebraska,Minnesota,Big Ten,62,61,True,,14,11,W 1,Pinnacle Bank Arena
26,2019-02-16,2019,REG,Nebraska,Northwestern,Big Ten,59,50,True,,15,11,W 2,Pinnacle Bank Arena
27,2019-02-19,2019,REG,Nebraska,Penn State,Big Ten,71,95,False,,15,12,L 1,Bryce Jordan Center
28,2019-02-23,2019,REG,Nebraska,Purdue,Big Ten,72,75,False,,15,13,L 2,Pinnacle Bank Arena
29,2019-02-28,2019,REG,Nebraska,Michigan,Big Ten,53,82,False,,15,14,L 3,Crisler Arena
30,2019-03-05,2019,REG,Nebraska,Michigan State,Big Ten,76,91,False,,15,15,L 4,Breslin Events Center
31,2019-03-10,2019,REG,Nebraska,Iowa,Big Ten,93,91,True,OT,16,15,W 1,Pinnacle Bank Arena
32,2019-03-13,2019,CTOURN,Nebraska,Rutgers,Big Ten,68,61,True,,17,15,W 2,United Center
33,2019-03-14,2019,CTOURN,Nebraska,Maryland,Big Ten,69,61,True,,18,15,W 3,United Center
34,2019-03-15,2019,CTOURN,Nebraska,Wisconsin,Big Ten,62,66,False,,18,16,L 1,United Center
35,2019-03-20,2019,NIT,Nebraska,Butler,Big East,80,76,True,,19,16,W 1,Pinnacle Bank Arena
36,2019-03-24,2019,NIT,Nebraska,Texas Christian,Big 12,72,88,False,,19,17,L 1,Ed & Rae Schollmaier Arena
1,2019-11-05,2020,REG,Nebraska,UC-Riverside,Big West,47,66,False,,0,1,L 1,Pinnacle Bank Arena
2,2019-11-09,2020,REG,Nebraska,Southern Utah,Big Sky,78,79,False,2OT,0,2,L 2,Pinnacle Bank Arena
3,2019-11-15,2020,REG,Nebraska,South Dakota State,Summit,90,73,True,,1,2,W 1,Pinnacle Bank Arena
4,2019-11-22,2020,REG,Nebraska,Southern,SWAC,93,86,True,OT,2,2,W 2,Pinnacle Bank Arena
5,2019-11-25,2020,REG,Nebraska,Washington State,Pac-12,82,71,True,,3,2,W 3,John Gray Gymnasium
6,2019-11-26,2020,REG,Nebraska,George Mason,A-10,66,85,False,,3,3,L 1,John Gray Gymnasium
7,2019-11-27,2020,REG,Nebraska,South Florida,AAC,74,67,True,,4,3,W 1,John Gray Gymnasium
8,2019-12-04,2020,REG,Nebraska,Georgia Tech,ACC,56,73,False,,4,4,L 1,McCamish Pavilion
9,2019-12-07,2020,REG,Nebraska,Creighton,Big East,76,95,False,,4,5,L 2,CenturyLink Center
10,2019-12-13,2020,REG,Nebraska,Indiana,Big Ten,90,96,False,OT,4,6,L 3,Assembly Hall
11,2019-12-15,2020,REG,Nebraska,Purdue,Big Ten,70,56,True,,5,6,W 1,Pinnacle Bank Arena
12,2019-12-21,2020,REG,Nebraska,North Dakota,Summit,74,75,False,,5,7,L 1,Pinnacle Bank Arena
13,2019-12-29,2020,REG,Nebraska,Texas A&M-Corpus Christi,Southland,73,52,True,,6,7,W 1,Pinnacle Bank Arena
14,2020-01-03,2020,REG,Nebraska,Rutgers,Big Ten,62,79,False,,6,8,L 1,Pinnacle Bank Arena
15,2020-01-07,2020,REG,Nebraska,Iowa,Big Ten,76,70,True,,7,8,W 1,Pinnacle Bank Arena
16,2020-01-11,2020,REG,Nebraska,Northwestern,Big Ten,57,62,False,,7,9,L 1,Welsh-Ryan Arena
17,2020-01-14,2020,REG,Nebraska,Ohio State,Big Ten,68,80,False,,7,10,L 2,Value City Arena
18,2020-01-18,2020,REG,Nebraska,Indiana,Big Ten,74,82,False,,7,11,L 3,Pinnacle Bank Arena
19,2020-01-21,2020,REG,Nebraska,Wisconsin,Big Ten,68,82,False,,7,12,L 4,Kohl Center
20,2020-01-25,2020,REG,Nebraska,Rutgers,Big Ten,72,75,False,,7,13,L 5,Rutgers Athletic Center
21,2020-01-28,2020,REG,Nebraska,Michigan,Big Ten,68,79,False,,7,14,L 6,Pinnacle Bank Arena
22,2020-02-01,2020,REG,Nebraska,Penn State,Big Ten,64,76,False,,7,15,L 7,Pinnacle Bank Arena
23,2020-02-08,2020,REG,Nebraska,Iowa,Big Ten,72,96,False,,7,16,L 8,Carver-Hawkeye Arena
24,2020-02-11,2020,REG,Nebraska,Maryland,Big Ten,70,72,False,,7,17,L 9,Xfinity Center
25,2020-02-15,2020,REG,Nebraska,Wisconsin,Big Ten,64,81,False,,7,18,L 10,Pinnacle Bank Arena
26,2020-02-20,2020,REG,Nebraska,Michigan State,Big Ten,65,86,False,,7,19,L 11,Pinnacle Bank Arena
27,2020-02-24,2020,REG,Nebraska,Illinois,Big Ten,59,71,False,,7,20,L 12,State Farm Center
28,2020-02-27,2020,REG,Nebraska,Ohio State,Big Ten,54,75,False,,7,21,L 13,Pinnacle Bank Arena
29,2020-03-01,2020,REG,Nebraska,Northwestern,Big Ten,76,81,False,OT,7,22,L 14,Pinnacle Bank Arena
30,2020-03-05,2020,REG,Nebraska,Michigan,Big Ten,58,82,False,,7,23,L 15,Crisler Arena
31,2020-03-08,2020,REG,Nebraska,Minnesota,Big Ten,75,107,False,,7,24,L 16,Williams Arena
32,2020-03-11,2020,CTOURN,Nebraska,Indiana,Big Ten,64,89,False,,7,25,L 17,Bankers Life Fieldhouse
1,2020-11-25,2021,REG,Nebraska,McNeese State,Southland,102,55,True,,1,0,W 1,Pinnacle Bank Arena
2,2020-11-26,2021,REG,Nebraska,Nevada,MWC,66,69,False,,1,1,L 1,Pinnacle Bank Arena
3,2020-11-28,2021,REG,Nebraska,North Dakota State,Summit,79,57,True,,2,1,W 1,Pinnacle Bank Arena
4,2020-12-01,2021,REG,Nebraska,South Dakota,Summit,76,69,True,,3,1,W 2,Pinnacle Bank Arena
5,2020-12-09,2021,REG,Nebraska,Georgia Tech,ACC,64,75,False,,3,2,L 1,Pinnacle Bank Arena
6,2020-12-11,2021,REG,Nebraska,Creighton,Big East,74,98,False,,3,3,L 2,CenturyLink Center
7,2020-12-17,2021,REG,Nebraska,Doane College,,110,64,True,,4,3,W 1,Pinnacle Bank Arena
8,2020-12-22,2021,REG,Nebraska,Wisconsin,Big Ten,53,67,False,,4,4,L 1,Kohl Center
9,2020-12-25,2021,REG,Nebraska,Michigan,Big Ten,69,80,False,,4,5,L 2,Pinnacle Bank Arena
10,2020-12-30,2021,REG,Nebraska,Ohio State,Big Ten,54,90,False,,4,6,L 3,Value City Arena
11,2021-01-02,2021,REG,Nebraska,Michigan State,Big Ten,77,84,False,,4,7,L 4,Pinnacle Bank Arena
12,2021-01-10,2021,REG,Nebraska,Indiana,Big Ten,76,84,False,,4,8,L 5,Pinnacle Bank Arena
13,2021-02-06,2021,REG,Nebraska,Michigan State,Big Ten,56,66,False,,4,9,L 6,Breslin Events Center
14,2021-02-08,2021,REG,Nebraska,Minnesota,Big Ten,61,79,False,,4,10,L 7,Williams Arena
15,2021-02-10,2021,REG,Nebraska,Wisconsin,Big Ten,48,61,False,,4,11,L 8,Pinnacle Bank Arena
16,2021-02-12,2021,REG,Nebraska,Illinois,Big Ten,72,77,False,OT,4,12,L 9,Pinnacle Bank Arena
17,2021-02-14,2021,REG,Nebraska,Penn State,Big Ten,62,61,True,,5,12,W 1,Bryce Jordan Center
18,2021-02-16,2021,REG,Nebraska,Maryland,Big Ten,50,64,False,,5,13,L 1,Xfinity Center
19,2021-02-17,2021,REG,Nebraska,Maryland,Big Ten,71,79,False,,5,14,L 2,Xfinity Center
20,2021-02-20,2021,REG,Nebraska,Purdue,Big Ten,58,75,False,,5,15,L 3,Pinnacle Bank Arena
21,2021-02-23,2021,REG,Nebraska,Penn State,Big Ten,83,86,False,,5,16,L 4,Pinnacle Bank Arena
22,2021-02-25,2021,REG,Nebraska,Illinois,Big Ten,70,86,False,,5,17,L 5,State Farm Center
23,2021-02-27,2021,REG,Nebraska,Minnesota,Big Ten,78,74,True,,6,17,W 1,Pinnacle Bank Arena
24,2021-03-01,2021,REG,Nebraska,Rutgers,Big Ten,72,51,True,,7,17,W 2,Pinnacle Bank Arena
25,2021-03-04,2021,REG,Nebraska,Iowa,Big Ten,64,102,False,,7,18,L 1,Carver-Hawkeye Arena
26,2021-03-07,2021,REG,Nebraska,Northwestern,Big Ten,78,79,False,,7,19,L 2,Welsh-Ryan Arena
27,2021-03-10,2021,CTOURN,Nebraska,Penn State,Big Ten,66,72,False,,7,20,L 3,Lucas Oil Stadium
1,2009-11-13,2010,REG,Northwestern,Northern Illinois,MAC,77,55,True,,1,0,W 1,Welsh-Ryan Arena
2,2009-11-18,2010,REG,Northwestern,Butler,Horizon,54,67,False,,1,1,L 1,Welsh-Ryan Arena
3,2009-11-22,2010,REG,Northwestern,Tennessee State,OVC,69,62,True,,2,1,W 1,Welsh-Ryan Arena
4,2009-11-24,2010,REG,Northwestern,Liberty,Big South,69,53,True,,3,1,W 2,Welsh-Ryan Arena
5,2009-11-27,2010,REG,Northwestern,Notre Dame,Big East,72,58,True,,4,1,W 3,UIC Pavilion
6,2009-11-28,2010,REG,Northwestern,Iowa State,Big 12,67,65,True,,5,1,W 4,UIC Pavilion
7,2009-12-01,2010,REG,Northwestern,North Carolina State,ACC,65,53,True,,6,1,W 5,RBC Center
8,2009-12-13,2010,REG,Northwestern,North Carolina A&T,MEAC,90,65,True,,7,1,W 6,Welsh-Ryan Arena
9,2009-12-16,2010,REG,Northwestern,North Florida,A-Sun,84,54,True,,8,1,W 7,Welsh-Ryan Arena
10,2009-12-19,2010,REG,Northwestern,Stanford,Pac-10,70,62,True,,9,1,W 8,Welsh-Ryan Arena
11,2009-12-22,2010,REG,Northwestern,Central Connecticut State,NEC,74,54,True,,10,1,W 9,Welsh-Ryan Arena
12,2009-12-30,2010,REG,Northwestern,Illinois,Big Ten,83,89,False,OT,10,2,L 1,Assembly Hall
13,2010-01-02,2010,REG,Northwestern,Michigan State,Big Ten,70,91,False,,10,3,L 2,Welsh-Ryan Arena
14,2010-01-07,2010,REG,Northwestern,Texas-Rio Grande Valley,GWC,53,44,True,,11,3,W 1,Welsh-Ryan Arena
15,2010-01-10,2010,REG,Northwestern,Michigan,Big Ten,68,62,True,,12,3,W 2,Crisler Arena
16,2010-01-13,2010,REG,Northwestern,Wisconsin,Big Ten,50,60,False,,12,4,L 1,Welsh-Ryan Arena
17,2010-01-16,2010,REG,Northwestern,Purdue,Big Ten,72,64,True,,13,4,W 1,Welsh-Ryan Arena
18,2010-01-19,2010,REG,Northwestern,Ohio State,Big Ten,56,76,False,,13,5,L 1,Value City Arena
19,2010-01-23,2010,REG,Northwestern,Illinois,Big Ten,73,68,True,,14,5,W 1,Welsh-Ryan Arena
20,2010-01-26,2010,REG,Northwestern,Minnesota,Big Ten,61,65,False,,14,6,L 1,Williams Arena
21,2010-01-30,2010,REG,Northwestern,Michigan State,Big Ten,70,79,False,,14,7,L 2,Breslin Events Center
22,2010-02-02,2010,REG,Northwestern,Michigan,Big Ten,67,52,True,,15,7,W 1,Welsh-Ryan Arena
