,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id,link
148,14,2013-12-31,2014,REG,Indiana,Illinois,Big Ten,80,83,False,OT,10,4,L 1,Assembly Hall,148,https://www.sports-reference.com/cbb/boxscores/2013-12-31-illinois.html
149,15,2014-01-04,2014,REG,Indiana,Michigan State,Big Ten,56,73,False,,10,5,L 2,Assembly Hall,149,https://www.sports-reference.com/cbb/boxscores/2014-01-04-indiana.html
150,16,2014-01-11,2014,REG,Indiana,Penn State,Big Ten,79,76,True,,11,5,W 1,Bryce Jordan Center,150,https://www.sports-reference.com/cbb/boxscores/2014-01-11-penn-state.html
151,17,2014-01-14,2014,REG,Indiana,Wisconsin,Big Ten,75,72,True,,12,5,W 2,Assembly Hall,151,https://www.sports-reference.com/cbb/boxscores/2014-01-14-indiana.html
152,18,2014-01-18,2014,REG,Indiana,Northwestern,Big Ten,47,54,False,,12,6,L 1,Assembly Hall,152,https://www.sports-reference.com/cbb/boxscores/2014-01-18-indiana.html
153,19,2014-01-21,2014,REG,Indiana,Michigan State,Big Ten,66,71,False,,12,7,L 2,Breslin Events Center,153,https://www.sports-reference.com/cbb/boxscores/2014-01-21-michigan-state.html
154,20,2014-01-26,2014,REG,Indiana,Illinois,Big Ten,56,46,True,,13,7,W 1,Assembly Hall,154,https://www.sports-reference.com/cbb/boxscores/2014-01-26-indiana.html
155,21,2014-01-30,2014,REG,Indiana,Nebraska,Big Ten,55,60,False,,13,8,L 1,Pinnacle Bank Arena,155,https://www.sports-reference.com/cbb/boxscores/2014-01-30-nebraska.html
156,22,2014-02-02,2014,REG,Indiana,Michigan,Big Ten,63,52,True,,14,8,W 1,Assembly Hall,156,https://www.sports-reference.com/cbb/boxscores/2014-02-02-indiana.html
157,23,2014-02-08,2014,REG,Indiana,Minnesota,Big Ten,60,66,False,,14,9,L 1,Williams Arena,157,https://www.sports-reference.com/cbb/boxscores/2014-02-08-minnesota.html
158,24,2014-02-12,2014,REG,Indiana,Penn State,Big Ten,65,66,False,,14,10,L 2,Assembly Hall,158,https://www.sports-reference.com/cbb/boxscores/2014-02-12-indiana.html
159,25,2014-02-15,2014,REG,Indiana,Purdue,Big Ten,64,82,False,,14,11,L 3,Mackey Arena,159,https://www.sports-reference.com/cbb/boxscores/2014-02-15-purdue.html
160,26,2014-02-22,2014,REG,Indiana,Northwestern,Big Ten,61,56,True,,15,11,W 1,Welsh-Ryan Arena,160,https://www.sports-reference.com/cbb/boxscores/2014-02-22-northwestern.html
161,27,2014-02-25,2014,REG,Indiana,Wisconsin,Big Ten,58,69,False,,15,12,L 1,Kohl Center,161,https://www.sports-reference.com/cbb/boxscores/2014-02-25-wisconsin.html
162,28,2014-02-27,2014,REG,Indiana,Iowa,Big Ten,93,86,True,,16,12,W 1,Assembly Hall,162,https://www.sports-reference.com/cbb/boxscores/2014-02-27-indiana.html
163,29,2014-03-02,2014,REG,Indiana,Ohio State,Big Ten,72,64,True,,17,12,W 2,Assembly Hall,163,https://www.sports-reference.com/cbb/boxscores/2014-03-02-indiana.html
164,30,2014-03-05,2014,REG,Indiana,Nebraska,Big Ten,60,70,False,,17,13,L 1,Assembly Hall,164,https://www.sports-reference.com/cbb/boxscores/2014-03-05-indiana.html
165,31,2014-03-08,2014,REG,Indiana,Michigan,Big Ten,80,84,False,,17,14,L 2,Crisler Arena,165,https://www.sports-reference.com/cbb/boxscores/2014-03-08-michigan.html
166,32,2014-03-13,2014,CTOURN,Indiana,Illinois,Big Ten,54,64,False,,17,15,L 3,,166,https://www.sports-reference.com/cbb/boxscores/2014-03-13-illinois.html
167,1,2014-11-14,2015,REG,Indiana,Mississippi Valley State,SWAC,116,65,True,,1,0,W 1,Assembly Hall,167,https://www.sports-reference.com/cbb/boxscores/2014-11-14-indiana.html
168,2,2014-11-17,2015,REG,Indiana,Texas Southern,SWAC,83,64,True,,2,0,W 2,Assembly Hall,168,https://www.sports-reference.com/cbb/boxscores/2014-11-17-indiana.html
169,3,2014-11-20,2015,REG,Indiana,Southern Methodist,AAC,74,68,True,,3,0,W 3,Assembly Hall,169,https://www.sports-reference.com/cbb/boxscores/2014-11-20-indiana.html
170,4,2014-11-22,2015,REG,Indiana,Lamar,Southland,85,72,True,,4,0,W 4,Assembly Hall,170,https://www.sports-reference.com/cbb/boxscores/2014-11-22-indiana.html
171,5,2014-11-24,2015,REG,Indiana,Eastern Washington,Big Sky,86,88,False,,4,1,L 1,Assembly Hall,171,https://www.sports-reference.com/cbb/boxscores/2014-11-24-indiana.html
172,6,2014-11-28,2015,REG,Indiana,North Carolina-Greensboro,Southern,87,79,True,,5,1,W 1,Assembly Hall,172,https://www.sports-reference.com/cbb/boxscores/2014-11-28-indiana.html
173,7,2014-12-02,2015,REG,Indiana,Pittsburgh,ACC,81,69,True,,6,1,W 2,Assembly Hall,173,https://www.sports-reference.com/cbb/boxscores/2014-12-02-indiana.html
174,8,2014-12-06,2015,REG,Indiana,Savannah State,MEAC,95,49,True,,7,1,W 3,Assembly Hall,174,https://www.sports-reference.com/cbb/boxscores/2014-12-06-indiana.html
175,9,2014-12-09,2015,REG,Indiana,Louisville,ACC,74,94,False,,7,2,L 1,Madison Square Garden (IV),175,https://www.sports-reference.com/cbb/boxscores/2014-12-09-indiana.html
176,10,2014-12-13,2015,REG,Indiana,Grand Canyon,WAC,94,66,True,,8,2,W 1,Assembly Hall,176,https://www.sports-reference.com/cbb/boxscores/2014-12-13-indiana.html
177,11,2014-12-20,2015,REG,Indiana,Butler,Big East,82,73,True,,9,2,W 2,Bankers Life Fieldhouse,177,https://www.sports-reference.com/cbb/boxscores/2014-12-20-butler.html
178,12,2014-12-22,2015,REG,Indiana,New Orleans,Southland,79,59,True,,10,2,W 3,Assembly Hall,178,https://www.sports-reference.com/cbb/boxscores/2014-12-22-indiana.html
179,13,2014-12-27,2015,REG,Indiana,Georgetown,Big East,87,91,False,OT,10,3,L 1,Madison Square Garden (IV),179,https://www.sports-reference.com/cbb/boxscores/2014-12-27-georgetown.html
180,14,2014-12-31,2015,REG,Indiana,Nebraska,Big Ten,70,65,True,,11,3,W 1,Pinnacle Bank Arena,180,https://www.sports-reference.com/cbb/boxscores/2014-12-31-nebraska.html
181,15,2015-01-05,2015,REG,Indiana,Michigan State,Big Ten,50,70,False,,11,4,L 1,Breslin Events Center,181,https://www.sports-reference.com/cbb/boxscores/2015-01-05-michigan-state.html
182,16,2015-01-10,2015,REG,Indiana,Ohio State,Big Ten,69,66,True,,12,4,W 1,Assembly Hall,182,https://www.sports-reference.com/cbb/boxscores/2015-01-10-indiana.html
183,17,2015-01-13,2015,REG,Indiana,Penn State,Big Ten,76,73,True,,13,4,W 2,Assembly Hall,183,https://www.sports-reference.com/cbb/boxscores/2015-01-13-indiana.html
184,18,2015-01-18,2015,REG,Indiana,Illinois,Big Ten,80,74,True,,14,4,W 3,State Farm Center,184,https://www.sports-reference.com/cbb/boxscores/2015-01-18-illinois.html
185,19,2015-01-22,2015,REG,Indiana,Maryland,Big Ten,89,70,True,,15,4,W 4,Assembly Hall,185,https://www.sports-reference.com/cbb/boxscores/2015-01-22-indiana.html
186,20,2015-01-25,2015,REG,Indiana,Ohio State,Big Ten,70,82,False,,15,5,L 1,Value City Arena,186,https://www.sports-reference.com/cbb/boxscores/2015-01-25-ohio-state.html
187,21,2015-01-28,2015,REG,Indiana,Purdue,Big Ten,67,83,False,,15,6,L 2,Mackey Arena,187,https://www.sports-reference.com/cbb/boxscores/2015-01-28-purdue.html
188,22,2015-01-31,2015,REG,Indiana,Rutgers,Big Ten,72,64,True,,16,6,W 1,Assembly Hall,188,https://www.sports-reference.com/cbb/boxscores/2015-01-31-indiana.html
189,23,2015-02-03,2015,REG,Indiana,Wisconsin,Big Ten,78,92,False,,16,7,L 1,Kohl Center,189,https://www.sports-reference.com/cbb/boxscores/2015-02-03-wisconsin.html
190,24,2015-02-08,2015,REG,Indiana,Michigan,Big Ten,70,67,True,,17,7,W 1,Assembly Hall,190,https://www.sports-reference.com/cbb/boxscores/2015-02-08-indiana.html
191,25,2015-02-11,2015,REG,Indiana,Maryland,Big Ten,66,68,False,,17,8,L 1,Xfinity Center,191,https://www.sports-reference.com/cbb/boxscores/2015-02-11-maryland.html
192,26,2015-02-15,2015,REG,Indiana,Minnesota,Big Ten,90,71,True,,18,8,W 1,Assembly Hall,192,https://www.sports-reference.com/cbb/boxscores/2015-02-15-indiana.html
193,27,2015-02-19,2015,REG,Indiana,Purdue,Big Ten,63,67,False,,18,9,L 1,Assembly Hall,193,https://www.sports-reference.com/cbb/boxscores/2015-02-19-indiana.html
194,28,2015-02-22,2015,REG,Indiana,Rutgers,Big Ten,84,54,True,,19,9,W 1,Louis Brown Athletic Center,194,https://www.sports-reference.com/cbb/boxscores/2015-02-22-rutgers.html
195,29,2015-02-25,2015,REG,Indiana,Northwestern,Big Ten,65,72,False,,19,10,L 1,Welsh-Ryan Arena,195,https://www.sports-reference.com/cbb/boxscores/2015-02-25-northwestern.html
196,30,2015-03-03,2015,REG,Indiana,Iowa,Big Ten,63,77,False,,19,11,L 2,Assembly Hall,196,https://www.sports-reference.com/cbb/boxscores/2015-03-03-indiana.html
197,31,2015-03-07,2015,REG,Indiana,Michigan State,Big Ten,72,74,False,,19,12,L 3,Assembly Hall,197,https://www.sports-reference.com/cbb/boxscores/2015-03-07-indiana.html
198,32,2015-03-12,2015,CTOURN,Indiana,Northwestern,Big Ten,71,56,True,,20,12,W 1,United Center,198,https://www.sports-reference.com/cbb/boxscores/2015-03-12-indiana.html
199,33,2015-03-13,2015,CTOURN,Indiana,Maryland,Big Ten,69,75,False,,20,13,L 1,United Center,199,https://www.sports-reference.com/cbb/boxscores/2015-03-13-indiana.html
200,34,2015-03-20,2015,NCAA,Indiana,Wichita State,MVC,76,81,False,,20,14,L 2,CenturyLink Center,200,https://www.sports-reference.com/cbb/boxscores/2015-03-20-indiana.html
201,1,2015-11-13,2016,REG,Indiana,Eastern Illinois,OVC,88,49,True,,1,0,W 1,Assembly Hall,201,https://www.sports-reference.com/cbb/boxscores/2015-11-13-indiana.html
202,2,2015-11-16,2016,REG,Indiana,Austin Peay,OVC,102,76,True,,2,0,W 2,Assembly Hall,202,https://www.sports-reference.com/cbb/boxscores/2015-11-16-indiana.html
203,3,2015-11-19,2016,REG,Indiana,Creighton,Big East,86,65,True,,3,0,W 3,Assembly Hall,203,https://www.sports-reference.com/cbb/boxscores/2015-11-19-indiana.html
204,4,2015-11-23,2016,REG,Indiana,Wake Forest,ACC,78,82,False,,3,1,L 1,Lahaina Civic Center,204,https://www.sports-reference.com/cbb/boxscores/2015-11-23-indiana.html
205,5,2015-11-24,2016,REG,Indiana,St. John's (NY),Big East,83,73,True,,4,1,W 1,Lahaina Civic Center,205,https://www.sports-reference.com/cbb/boxscores/2015-11-24-indiana.html
206,6,2015-11-25,2016,REG,Indiana,Nevada-Las Vegas,MWC,69,72,False,,4,2,L 1,Lahaina Civic Center,206,https://www.sports-reference.com/cbb/boxscores/2015-11-25-indiana.html
207,7,2015-11-30,2016,REG,Indiana,Alcorn State,SWAC,112,70,True,,5,2,W 1,Assembly Hall,207,https://www.sports-reference.com/cbb/boxscores/2015-11-30-indiana.html
208,8,2015-12-02,2016,REG,Indiana,Duke,ACC,74,94,False,,5,3,L 1,Cameron Indoor Stadium,208,https://www.sports-reference.com/cbb/boxscores/2015-12-02-duke.html
209,9,2015-12-05,2016,REG,Indiana,Morehead State,OVC,92,59,True,,6,3,W 1,Assembly Hall,209,https://www.sports-reference.com/cbb/boxscores/2015-12-05-indiana.html
210,10,2015-12-09,2016,REG,Indiana,Purdue-Fort Wayne,Summit,90,65,True,,7,3,W 2,Assembly Hall,210,https://www.sports-reference.com/cbb/boxscores/2015-12-09-indiana.html
211,11,2015-12-12,2016,REG,Indiana,McNeese State,Southland,105,60,True,,8,3,W 3,Assembly Hall,211,https://www.sports-reference.com/cbb/boxscores/2015-12-12-indiana.html
212,12,2015-12-19,2016,REG,Indiana,Notre Dame,ACC,80,73,True,,9,3,W 4,Bankers Life Fieldhouse,212,https://www.sports-reference.com/cbb/boxscores/2015-12-19-notre-dame.html
213,13,2015-12-22,2016,REG,Indiana,Kennesaw State,A-Sun,99,72,True,,10,3,W 5,Assembly Hall,213,https://www.sports-reference.com/cbb/boxscores/2015-12-22-indiana.html
214,14,2015-12-30,2016,REG,Indiana,Rutgers,Big Ten,79,72,True,,11,3,W 6,Louis Brown Athletic Center,214,https://www.sports-reference.com/cbb/boxscores/2015-12-30-rutgers.html
215,15,2016-01-02,2016,REG,Indiana,Nebraska,Big Ten,79,69,True,,12,3,W 7,Pinnacle Bank Arena,215,https://www.sports-reference.com/cbb/boxscores/2016-01-02-nebraska.html
216,16,2016-01-05,2016,REG,Indiana,Wisconsin,Big Ten,59,58,True,,13,3,W 8,Assembly Hall,216,https://www.sports-reference.com/cbb/boxscores/2016-01-05-indiana.html
217,17,2016-01-10,2016,REG,Indiana,Ohio State,Big Ten,85,60,True,,14,3,W 9,Assembly Hall,217,https://www.sports-reference.com/cbb/boxscores/2016-01-10-indiana.html
218,18,2016-01-16,2016,REG,Indiana,Minnesota,Big Ten,70,63,True,,15,3,W 10,Williams Arena,218,https://www.sports-reference.com/cbb/boxscores/2016-01-16-minnesota.html
219,19,2016-01-19,2016,REG,Indiana,Illinois,Big Ten,103,69,True,,16,3,W 11,Assembly Hall,219,https://www.sports-reference.com/cbb/boxscores/2016-01-19-indiana.html
220,20,2016-01-23,2016,REG,Indiana,Northwestern,Big Ten,89,57,True,,17,3,W 12,Assembly Hall,220,https://www.sports-reference.com/cbb/boxscores/2016-01-23-indiana.html
221,21,2016-01-26,2016,REG,Indiana,Wisconsin,Big Ten,79,82,False,OT,17,4,L 1,Kohl Center,221,https://www.sports-reference.com/cbb/boxscores/2016-01-26-wisconsin.html
222,22,2016-01-30,2016,REG,Indiana,Minnesota,Big Ten,74,68,True,,18,4,W 1,Assembly Hall,222,https://www.sports-reference.com/cbb/boxscores/2016-01-30-indiana.html
223,23,2016-02-02,2016,REG,Indiana,Michigan,Big Ten,80,67,True,,19,4,W 2,Crisler Arena,223,https://www.sports-reference.com/cbb/boxscores/2016-02-02-michigan.html
224,24,2016-02-06,2016,REG,Indiana,Penn State,Big Ten,63,68,False,,19,5,L 1,Bryce Jordan Center,224,https://www.sports-reference.com/cbb/boxscores/2016-02-06-penn-state.html
225,25,2016-02-11,2016,REG,Indiana,Iowa,Big Ten,85,78,True,,20,5,W 1,Assembly Hall,225,https://www.sports-reference.com/cbb/boxscores/2016-02-11-indiana.html
226,26,2016-02-14,2016,REG,Indiana,Michigan State,Big Ten,69,88,False,,20,6,L 1,Breslin Events Center,226,https://www.sports-reference.com/cbb/boxscores/2016-02-14-michigan-state.html
227,27,2016-02-17,2016,REG,Indiana,Nebraska,Big Ten,80,64,True,,21,6,W 1,Assembly Hall,227,https://www.sports-reference.com/cbb/boxscores/2016-02-17-indiana.html
228,28,2016-02-20,2016,REG,Indiana,Purdue,Big Ten,77,73,True,,22,6,W 2,Assembly Hall,228,https://www.sports-reference.com/cbb/boxscores/2016-02-20-indiana.html
229,29,2016-02-25,2016,REG,Indiana,Illinois,Big Ten,74,47,True,,23,6,W 3,State Farm Center,229,https://www.sports-reference.com/cbb/boxscores/2016-02-25-illinois.html
230,30,2016-03-01,2016,REG,Indiana,Iowa,Big Ten,81,78,True,,24,6,W 4,Carver-Hawkeye Arena,230,https://www.sports-reference.com/cbb/boxscores/2016-03-01-iowa.html
231,31,2016-03-06,2016,REG,Indiana,Maryland,Big Ten,80,62,True,,25,6,W 5,Assembly Hall,231,https://www.sports-reference.com/cbb/boxscores/2016-03-06-indiana.html
232,32,2016-03-11,2016,CTOURN,Indiana,Michigan,Big Ten,69,72,False,,25,7,L 1,Bankers Life Fieldhouse,232,https://www.sports-reference.com/cbb/boxscores/2016-03-11-indiana.html
233,33,2016-03-17,2016,NCAA,Indiana,Chattanooga,Southern,99,74,True,,26,7,W 1,Wells Fargo Arena,233,https://www.sports-reference.com/cbb/boxscores/2016-03-17-indiana.html
234,34,2016-03-19,2016,NCAA,Indiana,Kentucky,SEC,73,67,True,,27,7,W 2,Wells Fargo Arena,234,https://www.sports-reference.com/cbb/boxscores/2016-03-19-kentucky.html
235,35,2016-03-25,2016,NCAA,Indiana,North Carolina,ACC,86,101,False,,27,8,L 1,,235,https://www.sports-reference.com/cbb/boxscores/2016-03-25-north-carolina.html
236,1,2016-11-11,2017,REG,Indiana,Kansas,Big 12,103,99,True,OT,1,0,W 1,Stan Sheriff Center,236,https://www.sports-reference.com/cbb/boxscores/2016-11-11-kansas.html
237,2,2016-11-16,2017,REG,Indiana,Massachusetts-Lowell,AEC,100,78,True,,2,0,W 2,Assembly Hall,237,https://www.sports-reference.com/cbb/boxscores/2016-11-16-indiana.html
238,3,2016-11-19,2017,REG,Indiana,Liberty,Big South,87,48,True,,3,0,W 3,Assembly Hall,238,https://www.sports-reference.com/cbb/boxscores/2016-11-19-indiana.html
239,4,2016-11-22,2017,REG,Indiana,Purdue-Fort Wayne,Summit,68,71,False,OT,3,1,L 1,Allen County War Memorial Coliseum,239,https://www.sports-reference.com/cbb/boxscores/2016-11-22-ipfw.html
240,5,2016-11-27,2017,REG,Indiana,Mississippi Valley State,SWAC,85,52,True,,4,1,W 1,Assembly Hall,240,https://www.sports-reference.com/cbb/boxscores/2016-11-27-indiana.html
241,6,2016-11-30,2017,REG,Indiana,North Carolina,ACC,76,67,True,,5,1,W 2,Assembly Hall,241,https://www.sports-reference.com/cbb/boxscores/2016-11-30-indiana.html
242,7,2016-12-02,2017,REG,Indiana,Southern Illinois-Edwardsville,OVC,83,60,True,,6,1,W 3,Assembly Hall,242,https://www.sports-reference.com/cbb/boxscores/2016-12-02-indiana.html
243,8,2016-12-04,2017,REG,Indiana,Southeast Missouri State,OVC,83,55,True,,7,1,W 4,Assembly Hall,243,https://www.sports-reference.com/cbb/boxscores/2016-12-04-indiana.html
244,9,2016-12-10,2017,REG,Indiana,Houston Baptist,Southland,103,61,True,,8,1,W 5,Assembly Hall,244,https://www.sports-reference.com/cbb/boxscores/2016-12-10-indiana.html
245,10,2016-12-17,2017,REG,Indiana,Butler,Big East,78,83,False,,8,2,L 1,Bankers Life Fieldhouse,245,https://www.sports-reference.com/cbb/boxscores/2016-12-17-indiana.html
246,11,2016-12-19,2017,REG,Indiana,Delaware State,MEAC,103,56,True,,9,2,W 1,Assembly Hall,246,https://www.sports-reference.com/cbb/boxscores/2016-12-19-indiana.html
247,12,2016-12-22,2017,REG,Indiana,Austin Peay,OVC,97,62,True,,10,2,W 2,Assembly Hall,247,https://www.sports-reference.com/cbb/boxscores/2016-12-22-indiana.html
248,13,2016-12-28,2017,REG,Indiana,Nebraska,Big Ten,83,87,False,,10,3,L 1,Assembly Hall,248,https://www.sports-reference.com/cbb/boxscores/2016-12-28-indiana.html
249,14,2016-12-31,2017,REG,Indiana,Louisville,ACC,62,77,False,,10,4,L 2,Bankers Life Fieldhouse,249,https://www.sports-reference.com/cbb/boxscores/2016-12-31-indiana.html
250,15,2017-01-03,2017,REG,Indiana,Wisconsin,Big Ten,68,75,False,,10,5,L 3,Assembly Hall,250,https://www.sports-reference.com/cbb/boxscores/2017-01-03-indiana.html
251,16,2017-01-07,2017,REG,Indiana,Illinois,Big Ten,96,80,True,,11,5,W 1,Assembly Hall,251,https://www.sports-reference.com/cbb/boxscores/2017-01-07-indiana.html
252,17,2017-01-10,2017,REG,Indiana,Maryland,Big Ten,72,75,False,,11,6,L 1,Xfinity Center,252,https://www.sports-reference.com/cbb/boxscores/2017-01-10-maryland.html
253,18,2017-01-15,2017,REG,Indiana,Rutgers,Big Ten,76,57,True,,12,6,W 1,Assembly Hall,253,https://www.sports-reference.com/cbb/boxscores/2017-01-15-indiana.html
254,19,2017-01-18,2017,REG,Indiana,Penn State,Big Ten,78,75,True,,13,6,W 2,Bryce Jordan Center,254,https://www.sports-reference.com/cbb/boxscores/2017-01-18-penn-state.html
255,20,2017-01-21,2017,REG,Indiana,Michigan State,Big Ten,82,75,True,,14,6,W 3,Assembly Hall,255,https://www.sports-reference.com/cbb/boxscores/2017-01-21-indiana.html
256,21,2017-01-26,2017,REG,Indiana,Michigan,Big Ten,60,90,False,,14,7,L 1,Crisler Arena,256,https://www.sports-reference.com/cbb/boxscores/2017-01-26-michigan.html
257,22,2017-01-29,2017,REG,Indiana,Northwestern,Big Ten,55,68,False,,14,8,L 2,Welsh-Ryan Arena,257,https://www.sports-reference.com/cbb/boxscores/2017-01-29-northwestern.html
258,23,2017-02-01,2017,REG,Indiana,Penn State,Big Ten,110,102,True,3OT,15,8,W 1,Assembly Hall,258,https://www.sports-reference.com/cbb/boxscores/2017-02-01-indiana.html
259,24,2017-02-05,2017,REG,Indiana,Wisconsin,Big Ten,60,65,False,,15,9,L 1,Kohl Center,259,https://www.sports-reference.com/cbb/boxscores/2017-02-05-wisconsin.html
260,25,2017-02-09,2017,REG,Indiana,Purdue,Big Ten,64,69,False,,15,10,L 2,Assembly Hall,260,https://www.sports-reference.com/cbb/boxscores/2017-02-09-indiana.html
261,26,2017-02-12,2017,REG,Indiana,Michigan,Big Ten,63,75,False,,15,11,L 3,Assembly Hall,261,https://www.sports-reference.com/cbb/boxscores/2017-02-12-indiana.html
262,27,2017-02-15,2017,REG,Indiana,Minnesota,Big Ten,74,75,False,,15,12,L 4,Williams Arena,262,https://www.sports-reference.com/cbb/boxscores/2017-02-15-minnesota.html
263,28,2017-02-21,2017,REG,Indiana,Iowa,Big Ten,90,96,False,OT,15,13,L 5,Carver-Hawkeye Arena,263,https://www.sports-reference.com/cbb/boxscores/2017-02-21-iowa.html
264,29,2017-02-25,2017,REG,Indiana,Northwestern,Big Ten,63,62,True,,16,13,W 1,Assembly Hall,264,https://www.sports-reference.com/cbb/boxscores/2017-02-25-indiana.html
265,30,2017-02-28,2017,REG,Indiana,Purdue,Big Ten,75,86,False,,16,14,L 1,Mackey Arena,265,https://www.sports-reference.com/cbb/boxscores/2017-02-28-purdue.html
266,31,2017-03-04,2017,REG,Indiana,Ohio State,Big Ten,96,92,True,,17,14,W 1,Value City Arena,266,https://www.sports-reference.com/cbb/boxscores/2017-03-04-ohio-state.html
267,32,2017-03-09,2017,CTOURN,Indiana,Iowa,Big Ten,95,73,True,,18,14,W 2,Verizon Center,267,https://www.sports-reference.com/cbb/boxscores/2017-03-09-iowa.html
268,33,2017-03-10,2017,CTOURN,Indiana,Wisconsin,Big Ten,60,70,False,,18,15,L 1,Verizon Center,268,https://www.sports-reference.com/cbb/boxscores/2017-03-10-wisconsin.html
269,34,2017-03-14,2017,NIT,Indiana,Georgia Tech,ACC,63,75,False,,18,16,L 2,McCamish Pavilion,269,https://www.sports-reference.com/cbb/boxscores/2017-03-14-georgia-tech.html
270,1,2017-11-10,2018,REG,Indiana,Indiana State,MVC,69,90,False,,0,1,L 1,Assembly Hall,270,https://www.sports-reference.com/cbb/boxscores/2017-11-10-19-indiana.html
271,2,2017-11-12,2018,REG,Indiana,Howard,MEAC,86,77,True,,1,1,W 1,Assembly Hall,271,https://www.sports-reference.com/cbb/boxscores/2017-11-12-20-indiana.html
